brand_id,brand::ar,brand::en,brand_info_story::ar,brand_info_story::en,branded_vs_private_label,brand_owner::en,is_valid,brand_owner::ar,brand_owner::ku,brand::ku,brand_info_story::ku,brand_type::en
twilight,Twilight,Twilight,,,,,True,,,,,
u_care,U Care,U Care,,,,,True,,,,,
u_land,U Land,U Land,,,,U LAND,True,,,,,
u_london,U London,U London,,,,,True,,,,,
ua,Ua,Ua,,,,,True,,,,,
ubl,Ubl,Ubl,,,,UBL,True,,,,,
udupi_munch,Udupi Munch,Udupi Munch,,,,UDUPI MUNCH,True,,,,,
ugly,Ugly,Ugly,,,,,True,,,,,
ultimates_indulge,Ultimates Indulge,Ultimates Indulge,,,,,True,,,,,
um_hamza,Um Hamza,Um Hamza,,,,UM HAMZA,True,,,,,
uncle_chipps,Uncle Chipps,Uncle Chipps,,,,Pepsico,True,,,,,
underbed,Underbed,Underbed,,,,,True,,,,,
unif,Unif,Unif,,,,UNIF,True,,,,,
union,Union,Union,,,,UNION,True,,,,,
unipack,Unipack,Unipack,,,,UNIPACK,True,,,,,
unisia,Unisia,Unisia,,,,UNISIA,True,,,,,
unity,Unity,Unity,,,,UNITY,True,,,,,
unreal,Unreal,Unreal,,,,UNREAL,True,,,,,
urbo,Urbo,Urbo,,,,URBO,True,,,,,
v_care,V Care,V Care,,,,V CARE,True,,,,,
v_max,V Max,V Max,,,,V MAX,True,,,,,
vacalin,Vacalin,Vacalin,,,,,True,,,,,
valentina,Valentina,Valentina,,,,VALENTINA,True,,,,,
valentine_for_you,Valentine For You,Valentine For You,,,,,True,,,,,
vanelli,Vanelli,Vanelli,,,,VANELLI,True,,,,,
vanity_fair,Vanity Fair,Vanity Fair,,,,,True,,,,,
vassiliksa,Vassiliksa,Vassiliksa,,,,VASSILIKSA,True,,,,,
vayal,Vayal,Vayal,,,,VAYAL,True,,,,,
vedic,Vedic,Vedic,,,,,True,,,,,
veggie_naise,Veggie Naise,Veggie Naise,,,,,True,,,,,
veggitude,Veggitude,Veggitude,,,,,True,,,,,
vegie,Vegie,Vegie,,,,,True,,,,,
vegie_delights,Vegie Delights,Vegie Delights,,,,VEGIE DELIGHTS,True,,,,,
vego,Vego,Vego,,,,,True,,,,,
vellmore,Vellmore,Vellmore,,,,VELLMORE,True,,,,,
venosta,Venosta,Venosta,,,,,True,,,,,
vewin,Vewin,Vewin,,,,,True,,,,,
vicenzi_and_grisbi,Vicenzi And Grisbi,Vicenzi And Grisbi,,,,VICENZI AND GRISBI,True,,,,,
victorinox,Victorinox,Victorinox,,,,,True,,,,,
vidwan,Vidwan,Vidwan,,,,VIDWAN,True,,,,,
viennetta,Viennetta,Viennetta,,,,Unilever,True,,,,,
vietnamese_choice,Vietnamese Choice,Vietnamese Choice,,,,VIETNAMESE CHOICE,True,,,,,
vinod,Vinod,Vinod,,,,VINOD,True,,,,,
vintia,Vintia,Vintia,,,,,True,,,,,
vintia_vicrila,Vintia Vicrila,Vintia Vicrila,,,,,True,,,,,
virgina,Virgina,Virgina,,,,VIRGINA,True,,,,,
vita_vigor,Vita Vigor,Vita Vigor,,,,VITA VIGOR,True,,,,,
vitakeratin,Vitakeratin,Vitakeratin,,,,,True,,,,,
vitalcare,Vitalcare,Vitalcare,,,,VITALCARE,True,,,,,
vitaly,Vitaly,Vitaly,,,,VITALY,True,,,,,
vitamol,Vitamol,Vitamol,,,,VITAMOL,True,,,,,
vitana,Vitana,Vitana,,,,,True,,,,,
vitasnack,Vitasnack,Vitasnack,,,,VITASNACK,True,,,,,
vitra,Vitra,Vitra,,,,Vitra,True,,,,,
vitra_smooth,Vitra Smooth,Vitra Smooth,,,,VITRA SMOOTH,True,,,,,
vittel,Vittel,Vittel,,,,Nestle,True,,,,,
vivarea,Vivarea,Vivarea,,,,,True,,,,,
voox,Voox,Voox,,,,VOOX,True,,,,,
wafaa,wafaa,wafaa,,,,,True,,,,,
walklong,Walklong,Walklong,,,,,True,,,,,
waritex,Waritex,Waritex,,,,WARITEX,True,,,,,
wasaif,Wasaif,Wasaif,,,,,True,,,,,
wash_free,Wash & Free,Wash & Free,,,,,True,,,,,
washami,Washami,Washami,,,,WASHAMI,True,,,,,
water_tree,Water Tree,Water Tree,,,,,True,,,,,
way_better_snacks,Way Better Snacks,Way Better,,,,,True,,,,,
we_com,We Com,We Com,,,,,True,,,,,
weber,Weber,Weber,,,,WEBER,True,,,,,
wedderspoon,Wedderspoon,Wedderspoon,,,,WEDDERSPOON,True,,,,,
weifang,Weifang,Weifang,,,,,True,,,,,
weilong,Weilong,Weilong,,,,,True,,,,,
wellcare,Wellcare,Wellcare,,,,WELLCARE,True,,,,,
werner_s,Werner's,Werner's,,,,WERNER'S,True,,,,,
werner_s_deco,Werner's Deco,Werner's Deco,,,,WERNER'S DECO,True,,,,,
wessen,Wessen,Wessen,,,,WESSEN,True,,,,,
westfalia,Westfalia,Westfalia,,,,WESTFALIA,True,,,,,
whaou,Whaou,Whaou,,,,WHAOU,True,,,,,
whistler,Whistler,Whistler,,,,,True,,,,,
white_king_fiesta,White King Fiesta,White King Fiesta,,,,WHITE KING FIESTA,True,,,,,
white_rose,White Rose,White Rose,,,,WHITE ROSE,True,,,,,
white_swan,White Swan,White Swan,,,,WHITE SWAN,True,,,,,
who,Who,Who,,,,WHO,True,,,,,
whole_creations,Whole Creations,Whole Creations,,,,WHOLE CREATIONS,True,,,,,
wieder,Wieder,Wieder,,,,,True,,,,,
wild_harvest,Wild Harvest,Wild Harvest,,,,WILD HARVEST,True,,,,,
wild_willy_s,Wild Willy's,Wild Willy's,,,,WILD WILLY'S,True,,,,,
wilmax,Wilmax,Wilmax,,,,WILMAX,True,,,,,
windcera,Windcera,Windcera,,,,WINDCERA,True,,,,,
winds,Winds,Winds,,,,,True,,,,,
winsor,Winsor,Winsor,,,,WINSOR,True,,,,,
winter_frost,Winter Frost,Winter Frost,,,,WINTER FROST,True,,,,,
wokali,Wokali,Wokali,,,,WOKALI,True,,,,,
wolf_brand,Wolf Brand,Wolf Brand,,,,,True,,,,,
wonder_fresh,Wonder Fresh,Wonder Fresh,,,,WONDER FRESH,True,,,,,
woodburry,Woodburry,Woodburry,,,,,True,,,,,
woodstock,Woodstock,Woodstock,,,,WOODSTOCK,True,,,,,
wrap_n_roll,Wrap N Roll,Wrap N Roll,,,,WRAP N ROLL,True,,,,,
wt_easy_care,Wt Easy Care,Wt Easy Care,,,,WT EASY CARE,True,,,,,
wuw,Wuw,Wuw,,,,WUW,True,,,,,
x_liso,X Liso,X Liso,,,,X LISO,True,,,,,
x_traseal,X Traseal,X Traseal,,,,X TRASEAL,True,,,,,
xbrite,Xbrite,Xbrite,,,,XBRITE,True,,,,,
xdd,Xdd,Xdd,,,,,True,,,,,
xeonic,Xeonic,Xeonic,,,,XEONIC,True,,,,,
xh,Xh,Xh,,,,,True,,,,,
xin_ming,Xin Ming,Xin Ming,,,,,True,,,,,
xin_pin,Xin Pin,Xin Pin,,,,,True,,,,,
xingli,Xingli,Xingli,,,,XINGLI,True,,,,,
xkin,Xkin,Xkin,,,,XKIN,True,,,,,
xpo,Xpo,Xpo,,,,XPO Logistics,True,,,,,
xware,Xware,Xware,,,,,True,,,,,
xylichew,Xylichew,Xylichew,,,,XYLICHEW,True,,,,,
ya_layl,Ya Layl,Ya Layl,,,,YA LAYL,True,,,,,
yalana,Yalana,Yalana,,,,,True,,,,,
yamal_alsham,Yamal Alsham,Yamal Alsham,,,,YAMAL ALSHAM,True,,,,,
yamamotoyama,Yamamotoyama,Yamamotoyama,,,,,True,,,,,
yancey_s_fancy,Yancey's Fancy,Yancey's Fancy,,,,YANCEY'S FANCY,True,,,,,
yasmeen,Yasmeen,Yasmeen,,,,YASMEEN,True,,,,,
yeman,Yeman,Yeman,,,,,True,,,,,
yeo_valley,Yeo Valley,Yeo Valley,,,,YEO VALLEY,True,,,,,
yesco,Yesco,Yesco,,,,YESCO,True,,,,,
yidu,Yidu,Yidu,,,,YIDU,True,,,,,
yihut_toys,Yihut Toys,Yihut Toys,,,,,True,,,,,
yijian,Yijian,Yijian,,,,,True,,,,,
yizhiwang,Yizhiwang,Yizhiwang,,,,YIZHIWANG,True,,,,,
yokimchi,Yokimchi,Yokimchi,,,,YOKIMCHI,True,,,,,
yonex,Yonex,Yonex,,,,YONEX,True,,,,,
yong_jia,Yong Jia,Yong Jia,,,,YONG JIA,True,,,,,
yopokki,Yopokki,Yopokki,,,,CJ,True,,,,,
yorvale,Yorvale,Yorvale,,,,,True,,,,,
young_s_town,Young's Town,Young's Town,,,,YOUNG'S TOWN,True,,,,,
yuefan,Yuefan,Yuefan,,,,YUEFAN,True,,,,,
yuejun,Yuejun,Yuejun,,,,,True,,,,,
yummy_yum,Yummy Yum,Yummy Yum,,,,,True,,,,,
yumo,Yumo,Yumo,,,,YUMO,True,,,,,
yunteng,Yunteng,Yunteng,,,,YUNTENG,True,,,,,
zahrat_al_khaleej,Zahrat Al Khaleej,Zahrat Al Khaleej,,,,ZAHRAT AL KHALEEJ,True,,,,,
zahrat_el_baher,Zahrat El Baher,Zahrat El Baher,,,,ZAHRAT EL BAHER,True,,,,,
zamani,Zamani,Zamani,,,,,True,,,,,
zamoota,Zamoota,Zamoota,,,,,True,,,,,
zanzarella,Zanzarella,Zanzarella,,,,,True,,,,,
zara,Zara,Zara,,,,ZARA,True,,,,,
zaragoza,Zaragoza,Zaragoza,,,,ZARAGOZA,True,,,,,
zarah_axend,Zarah Axend,Zarah Axend,,,,,True,,,,,
zeelandia,Zeelandia,Zeelandia,,,,,True,,,,,
zekra,Zekra,Zekra,,,,ZEKRA,True,,,,,
zen_zen,Zen Zen,Zen Zen,,,,,True,,,,,
zengin,Zengin,Zengin,,,,ZENGIN,True,,,,,
zorzi,Zorzi,Zorzi,,,,ZORZI,True,,,,,
zulal,Zulal,Zulal,,,,ZULAL,True,,,,,
zwitsal,Zwitsal,Zwitsal,,,,ZWITSAL,True,,,,,
al_kafi,Al Kafi,Al Kafi,,,,,True,,,,,
al_matahin,Al Matahin,Al Matahin,,,,AL MATAHIN,True,,,,,
al_temsah,Al Temsah,Al Temsah,,,,AL TEMSAH,True,,,,,
al_toga,Al Toga,Al Toga,,,,,True,,,,,
al_zahar,Al Zahar,Al Zahar,,,,AL ZAHAR,True,,,,,
al_akafa,Al-Akafa,Al-Akafa,,,,,True,,,,,
al_ameen,Al-Ameen,Al-Ameen,,,,AL-AMEEN,True,,,,,
al_harameen,Al-Harameen,Al-Harameen,,,,AL-HARAMEEN,True,,,,,
al_helal,Al-Helal,Al-Helal,,,,AL-HELAL,True,,,,,
al_matooq,Al-Matooq,Al-Matooq,,,,AL-MATOOQ,True,,,,,
al_zahrah,Al-Zahrah,Al-Zahrah,,,,,True,,,,,
ambar,Ambar,Ambar,,,,AMBAR,True,,,,,
apilo,Apilo,Apilo,,,,,True,,,,,
archie_oliver,Archie Oliver,Archie Oliver,,,,,True,,,,,
arda,Arda,Arda,,,,,True,,,,,
arora,Arora,Arora,,,,,True,,,,,
avatar,Avatar,Avatar,,,,AVATAR,True,,,,,
bake_point,Bake Point,Bake Point,,,,BAKE POINT,True,,,,,
beijing_crystal,Beijing Crystal,Beijing Crystal,,,,,True,,,,,
bibo,Bibo,Bibo,,,,,True,,,,,
bint_albalad,Bint Albalad,Bint Albalad,,,,BINT ALBALAD,True,,,,,
boligrafo,Boligrafo,Boligrafo,,,,,True,,,,,
bostik,Bostik,Bostik,,,,,True,,,,,
bozzano,Bozzano,Bozzano,,,,Coty Consumer,True,,,,,
brown_watson,Brown Watson,Brown Watson,,,,,True,,,,,
campap,Campap,Campap,,,,CAMPAP,True,,,,,
carl,Carl,Carl,,,,CARL,True,,,,,
clairefontaine,Clairefontaine,Clairefontaine,,,,CLAIREFONTAINE,True,,,,,
cloud_soft,Cloud Soft,Cloud Soft,,,,,True,,,,,
hobby_color_art,Hobby Color Art,Hobby Color Art,,,,,True,,,,,
comix,Comix,Comix,,,,COMIX,True,,,,,
cretacolor,Cretacolor,Cretacolor,,,,Faber-Castell,True,,,,,
cross,Cross,Cross,,,,,True,,,,,
cuylian,Cuylian,Cuylian,,,,,True,,,,,
dema_stil,Dema Stil,Dema Stil,,,,,True,,,,,
dentonet,Dentonet,Dentonet,,,,DENTONET,True,,,,,
digital_future,Digital Future,Digital Future,,,,,True,,,,,
doucy,Doucy,Doucy,,,,DOUCY,True,,,,,
durable,Durable,Durable,,,,DURABLE,True,,,,,
dymo,Dymo,Dymo,,,,DYMO,True,,,,,
ekco,Ekco,Ekco,,,,,True,,,,,
elba,Elba,Elba,,,,ELBA,True,,,,,
ems,Ems,Ems,,,,,True,,,,,
envelord,Envelord,Envelord,,,,ENVELORD,True,,,,,
everloc,Everloc,Everloc,,,,,True,,,,,
ew_s_kitchenware,Ew'S Kitchenware,Ew'S Kitchenware,,,,,True,,,,,
factis,Factis,Factis,,,,FACTIS,True,,,,,
fangzhen,Fangzhen,Fangzhen,,,,,True,,,,,
felobater,Felobater,Felobater,,,,,True,,,,,
fest,Fest,Fest,,,,FEST,True,,,,,
fibracolor,Fibracolor,Fibracolor,,,,,True,,,,,
flamo,Flamo,Flamo,,,,FLAMO,True,,,,,
ford,Ford,Ford,,,,,True,,,,,
future_e_learning,Future E-Learning,Future E-Learning,,,,,True,,,,,
gant,Gant,Gant,,,,,True,,,,,
giara,Giara,Giara,,,,,True,,,,,
gio_style,Gio'Style,Gio'Style,,,,,True,,,,,
globe_star,Globe Star,Globe Star,,,,GLOBE STAR,True,,,,,
goodmark,Goodmark,Goodmark,,,,GOODMARK,True,,,,,
grandi_home,Grandi Home,Grandi Home,,,,GRANDI HOME,True,,,,,
gulftoy,Gulftoy,Gulftoy,,,,,True,,,,,
gurallar,Gürallar,Gürallar,,,,,True,,,,,
hedstrom,Hedstrom,Hedstrom,,,,,True,,,,,
homepride,Homepride,Homepride,,,,HOMEPRIDE,True,,,,,
info,Info,Info,,,,INFO,True,,,,,
ivo,Ivo,Ivo,,,,,True,,,,,
jug,Jug,Jug,,,,JUG,True,,,,,
julan,Julan,Julan,,,,,True,,,,,
kaido,Kaido,Kaido,,,,,True,,,,,
khalas_al_qassim,Khalas Al Qassim,Khalas Al Qassim,,,,KHALAS AL QASSIM,True,,,,,
khayam,Khayam,Khayam,,,,KHAYAM,True,,,,,
kicco,Kicco,Kicco,,,,KICCO,True,,,,,
krea,Krea,Krea,,,,,True,,,,,
kuwtrio,Kuwtrio,Kuwtrio,,,,,True,,,,,
laquila,Laquila,Laquila,,,,LAQUILA,True,,,,,
learning_company,Learning Company,Learning Company,,,,,True,,,,,
liberty,Liberty,Liberty,,,,LIBERTY,True,,,,,
lin_tech,Lin Tech,Lin Tech,,,,LIN TECH,True,,,,,
lyra,Lyra,Lyra,,,,LYRA,True,,,,,
mack_s,Mack's,Mack's,,,,MACK'S,True,,,,,
magrudy,Magrudy,Magrudy,,,,,True,,,,,
maureen_spurgeon,Maureen Spurgeon,Maureen Spurgeon,,,,,True,,,,,
maxima,Maxima,Maxima,,,,MAXIMA,True,,,,,
mead,Mead,Mead,,,,,True,,,,,
milton_lloyd,Milton Lloyd,Milton Lloyd,,,,MILTON LLOYD,True,,,,,
miraglo,Miraglo,Miraglo,,,,,True,,,,,
molino_nicoli,Molino Nicoli,Molino Nicoli,,,,,True,,,,,
mr_chpsito,Mr-Chpsito,Mr-Chpsito,,,,,True,,,,,
nara,Nara,Nara,,,,NARA,True,,,,,
nattas,Nattas,Nattas,,,,,True,,,,,
nessan,Nessan,Nessan,,,,NESSAN,True,,,,,
new_scholastic,New Scholastic,New Scholastic,,,,,True,,,,,
nouval,Nouval,Nouval,,,,NOUVAL,True,,,,,
oem,Oem,Oem,,,,OEM,True,,,,,
oued_souss,Oued Souss,Oued Souss,,,,,True,,,,,
parker,Parker,Parker,,,,PARKER,True,,,,,
pegah,Pegah,Pegah,,,,PEGAH,True,,,,,
pippadoms,Pippadoms,Pippadoms,,,,,True,,,,,
pny,Pny,Pny,,,,PNY,True,,,,,
pollen,Pollen,Pollen,,,,,True,,,,,
pop_star,Pop Star,Pop Star,,,,POP STAR,True,,,,,
pro_form,Pro-Form,Pro-Form,,,,,True,,,,,
punch_judy,Punch & Judy,Punch & Judy,,,,,True,,,,,
radox,Radox,Radox,,,,Unilever,True,,,,,
radwa,Radwa,Radwa,,,,RADWA,True,,,,,
razorline,Razorline,Razorline,,,,,True,,,,,
rhodia,Rhodia,Rhodia,,,,RHODIA,True,,,,,
rocco,Rocco,Rocco,,,,,True,,,,,
roco,Roco,Roco,,,,ROCO,True,,,,,
rotring,Rotring,Rotring,,,,ROTRING,True,,,,,
royax,Royax,Royax,,,,,True,,,,,
sax,Sax,Sax,,,,SAX,True,,,,,
sdi,Sdi,Sdi,,,,SDI,True,,,,,
shelby,Shelby,Shelby,,,,,True,,,,,
shen_lian,Shen Lian,Shen Lian,,,,SHEN LIAN,True,,,,,
silkware,Silkware,Silkware,,,,,True,,,,,
siwak_al_haramain,Siwak Al-Haramain,Siwak Al-Haramain,,,,SIWAK AL-HARAMAIN,True,,,,,
sticker_bazaar,Sticker Bazaar,Sticker Bazaar,,,,,True,,,,,
stiraveloc,Stiraveloc,Stiraveloc,,,,,True,,,,,
strontium,Strontium,Strontium,,,,,True,,,,,
sweeva,Sweeva,Sweeva,,,,,True,,,,,
taher,Taher,Taher,,,,TAHER,True,,,,,
teloon,Teloon,Teloon,,,,TELOON,True,,,,,
tempo_cool,Tempo Cool,Tempo Cool,,,,Essity,True,,,,,
thai_rose,Thai Rose,Thai Rose,,,,THAI ROSE,True,,,,,
titi,Titi,Titi,,,,TITI,True,,,,,
toy_color,Toy Color,Toy Color,,,,,True,,,,,
tramix,Tramix,Tramix,,,,TRAMIX,True,,,,,
trophy,Trophy,Trophy,,,,,True,,,,,
unibis,Unibis,Unibis,,,,,True,,,,,
united_king,United King,United King,,,,,True,,,,,
upgrade,Upgrade,Upgrade,,,,UPGRADE,True,,,,,
utterly_butterly,Utterly Butterly,Utterly Butterly,,,,UTTERLY BUTTERLY,True,,,,,
victoria_garden,Victoria Garden,Victoria Garden,,,,VICTORIA GARDEN,True,,,,,
vikas,Vikas,Vikas,,,,,True,,,,,
wafra,Wafra,Wafra,,,,WAFRA,True,,,,,
wham,Wham,Wham,,,,Barratt,True,,,,,
xingda,Xingda,Xingda,,,,XINGDA,True,,,,,
xnifa,Xnifa,Xnifa,,,,,True,,,,,
yoken,Yoken,Yoken,,,,YOKEN,True,,,,,
yorsan,Yorsan,Yorsan,,,,,True,,,,,
zanjabila,Zanjabila,Zanjabila,,,,,True,,,,,
zhao,Zhao,Zhao,,,,,True,,,,,
qitaf,,Qitaf,,,,QITAF,True,,,,,
alghadeer,Alghadeer,Alghadeer,,,,ALGHADEER,True,,,,,
aldaaysi,Aldaaysi,Aldaaysi,,,,ALDAAYSI,True,,,,,
a_derma,A-Derma,A-Derma,,,,Pierre Fabre,True,,,,,
beautytime,Beautytime,Beautytime,,,,BEAUTYTIME,True,,,,,
bel_clinic,Bel Clinic,Bel Clinic,,,,BEL CLINIC,True,,,,,
benzac,Benzac,Benzac,,,,Galderma,True,,,,,
better_pharmacy,Better Pharmacy,Better Pharmacy,,,,BETTER PHARMACY,True,,,,,
biotulin,Biotulin,Biotulin,,,,,True,,,,,
chewies,Chewies,Chewies,,,,,True,,,,,
dermikelp,Dermikelp,Dermikelp,,,,,True,,,,,
dexeryl,Dexeryl,Dexeryl,,,,Pierre Fabre,True,,,,,
dr_sheffield_s,Dr.Sheffield's,Dr.Sheffield's,,,,,True,,,,,
faultless,Faultless,Faultless,,,,FAULTLESS,True,,,,,
flic_forte,Flic Forte,Flic Forte,,,,FLIC FORTE,True,,,,,
floxia,Floxia,Floxia,,,,FLOXIA,True,,,,,
fortuna,Fortuna,Fortuna,,,,FORTUNA,True,,,,,
fusy,Fusy,Fusy,,,,,True,,,,,
germaine_de_capuccini,Germaine De Capuccini,Germaine De Capuccini,,,,,True,,,,,
green_pharmacy,Green Pharmacy,Green Pharmacy,,,,GREEN PHARMACY,True,,,,,
herbline_essentials,Herbline Essentials,Herbline Essentials,,,,,True,,,,,
homedics,Homedics,Homedics,,,,HOMEDICS,True,,,,,
interprox,Interprox,Interprox,,,,INTERPROX,True,,,,,
killy_lice,Killy Lice,Killy Lice,,,,,True,,,,,
lichtena,Lichtena,Lichtena,,,,,True,,,,,
livar,Livar,Livar,,,,,True,,,,,
lolli,Lolli,Lolli,,,,LOLLI,True,,,,,
lysaskin,Lysaskin,Lysaskin,,,,LYSASKIN,True,,,,,
makida,Makida,Makida,,,,MAKIDA,True,,,,,
maternea,Maternea,Maternea,,,,MATERNEA,True,,,,,
melvita,Melvita,Melvita,,,,,True,,,,,
metanium,Metanium,Metanium,,,,Thornton & Ross Ltd.,True,,,,,
napura,Napura,Napura,,,,,True,,,,,
natures_aid,Natures Aid,Natures Aid,,,,NATURES AID,True,,,,,
nordic_naturals,Nordic Naturals,Nordic Naturals,,,,New Country Healthcare,True,,,,,
oblepikha_siberica,Oblepikha Siberica,Oblepikha Siberica,,,,OBLEPIKHA SIBERICA,True,,,,,
oilatum,Oilatum,Oilatum,,,,OILATUM,True,,,,,
omegafort,Omegafort,Omegafort,,,,,True,,,,,
orlane,Orlane,Orlane,,,,ORLANE,True,,,,,
payot,Payot,Payot,,,,PAYOT,True,,,,,
pediafer,Pediafer,Pediafer,,,,Euro-Pharm,True,,,,,
pharmaxxi,Pharmaxxi,Pharmaxxi,,,,PHARMAXXI,True,,,,,
polytex,Polytex,Polytex,,,,POLYTEX,True,,,,,
revivre,Revivre,Revivre,,,,,True,,,,,
rilastil,Rilastil,Rilastil,,,,RILASTIL,True,,,,,
sanctuary,Sanctuary,Sanctuary,,,,SANCTUARY,True,,,,,
sesderma,Sesderma,Sesderma,,,,SESDERMA,True,,,,,
skincode,Skincode,Skincode,,,,SKINCODE,True,,,,,
skinmedica,Skinmedica,Skinmedica,,,,Allergan,True,,,,,
sundrops,Sundrops,Sundrops,,,,SUNDROPS,True,,,,,
tanorganic,Tanorganic,Tanorganic,,,,,True,,,,,
tempur,Tempur,Tempur,,,,TEMPUR,True,,,,,
the_gummies_co,The Gummies Co.,The Gummies Co.,,,,THE GUMMIES CO.,True,,,,,
yes_to,Yes To,Yes To,,,,,True,,,,,
frank_bros,Frank Bros,Frank Bros,,,,FRANK BROS,True,,,,,
ankit,Ankit,Ankit,,,,ANKIT,True,,,,,
actilosa,Actilosa,Actilosa,,,,ACTILOSA,True,,,,,
airplus,Airplus,Airplus,,,,AIRPLUS,True,,,,,
ajmal,Ajmal,Ajmal,,,,AJMAL,True,,,,,
algesal,Algesal,Algesal,,,,ALGESAL,True,,,,,
allergan,Allergan,Allergan,,,,AbbVie,True,,,,,
allergenics,Allergenics,Allergenics,,,,,True,,,,,
amedone,Amedone,Amedone,,,,AMEDONE,True,,,,,
ameya,Ameya,Ameya,,,,AMEYA,True,,,,,
amosvital,Amosvital,Amosvital,,,,AMOSVITAL,True,,,,,
ans_performance,Ans Performance,Ans Performance,,,,ANS PERFORMANCE,True,,,,,
apiglukan,Apiglukan,Apiglukan,,,,APIGLUKAN,True,,,,,
apivit,Apivit,Apivit,,,,APIVIT,True,,,,,
atopalm,Atopalm,Atopalm,,,,ATOPALM,True,,,,,
balen,Balen,Balen,,,,BALEN,True,,,,,
biocarbon,Biocarbon,Biocarbon,,,,BIOCARBON,True,,,,,
biogaia,Biogaia,Biogaia,,,,BIOGAIA,True,,,,,
biolectra,Biolectra,Biolectra,,,,BIOLECTRA,True,,,,,
bionorica,Bionorica,Bionorica,,,,Bionorica Group,True,,,,,
birofol,Birofol,Birofol,,,,BIROFOL,True,,,,,
calamine,Calamine,Calamine,,,,CALAMINE,True,,,,,
calmoseptine,Calmoseptine,Calmoseptine,,,,CALMOSEPTINE,True,,,,,
cartifer,Cartifer,Cartifer,,,,CARTIFER,True,,,,,
cettua,Cettua,Cettua,,,,CETTUA,True,,,,,
charak,Charak,Charak,,,,CHARAK,True,,,,,
chocolat_stella,Chocolat Stella,Chocolat Stella,,,,CHOCOLAT STELLA,True,,,,,
compact,Compact,Compact,,,,COMPACT,True,,,,,
dewax,Dewax,Dewax,,,,DEWAX,True,,,,,
diclo,Diclo,Diclo,,,,DICLO,True,,,,,
docare,Docare,Docare,,,,DOCARE,True,,,,,
dr_s_ortho,Dr.S.Ortho,Dr.S.Ortho,,,,,True,,,,,
drs,DRS,DRS,,,,DRS,True,,,,,
dynamogen,Dynamogen,Dynamogen,,,,DYNAMOGEN,True,,,,,
egozite,Egozite,Egozite,,,,EGOZITE,True,,,,,
eucarbon,Eucarbon,Eucarbon,,,,EUCARBON,True,,,,,
faith,Faith,Faith,,,,FAITH,True,,,,,
fastum,Fastum,Fastum,,,,Angelini Pharma,True,,,,,
ferose,Ferose,Ferose,,,,Spimaco,True,,,,,
flu_kit,Flu-Kit,Flu-Kit,,,,,True,,,,,
flutab,Flutab,Flutab,,,,FLUTAB,True,,,,,
folicum,Folicum,Folicum,,,,FOLICUM,True,,,,,
foligain,Foligain,Foligain,,,,FOLIGAIN,True,,,,,
gardeno,Gardeno,Gardeno,,,,GARDENO,True,,,,,
gaspari,Gaspari,Gaspari,,,,,True,,,,,
genteron,Genteron,Genteron,,,,GENTERON,True,,,,,
goodsphere,Goodsphere,Goodsphere,,,,GOODSPHERE,True,,,,,
growlyn_d,Growlyn-D,Growlyn-D,,,,GROWLYN-D,True,,,,,
herb,Herb,Herb,,,,HERB,True,,,,,
herbatint,Herbatint,Herbatint,,,,Antica Erboristeria,True,,,,,
hyfac,Hyfac,Hyfac,,,,HYFAC,True,,,,,
igol,Igol,Igol,,,,IGOL,True,,,,,
ivy_calm,Ivy-Calm,Ivy-Calm,,,,IVY-CALM,True,,,,,
ivylin,Ivylin,Ivylin,,,,IVYLIN,True,,,,,
jointfree,Jointfree,Jointfree,,,,JOINTFREE,True,,,,,
kiki,Kiki,Kiki,,,,KIKI,True,,,,,
kofol,Kofol,Kofol,,,,KOFOL,True,,,,,
kyo,Kyo,Kyo,,,,,True,,,,,
kyolic,Kyolic,Kyolic,,,,KYOLIC,True,,,,,
lekadol,Lekadol,Lekadol,,,,Krka,True,,,,,
lil,Lil,Lil,,,,LIL,True,,,,,
lipobase,Lipobase,Lipobase,,,,Trinity Pharma,True,,,,,
locherber,Locherber,Locherber,,,,LOCHERBER,True,,,,,
lomidex,Lomidex,Lomidex,,,,LOMIDEX,True,,,,,
lovea,Lovea,Lovea,,,,LOVEA,True,,,,,
luigi_tomadini,Luigi Tomadini,Luigi Tomadini,,,,,True,,,,,
mami,Mami,Mami,,,,,True,,,,,
marimer,Marimer,Marimer,,,,MARIMER,True,,,,,
maternace,Maternace,Maternace,,,,MATERNACE,True,,,,,
med,Med,Med,,,,MED,True,,,,,
medex,Medex,Medex,,,,MEDEX,True,,,,,
mercurochrome,Mercurochrome,Mercurochrome,,,,MERCUROCHROME,True,,,,,
mhp,Mhp,Mhp,,,,MHP,True,,,,,
microlet,Microlet,Microlet,,,,MICROLET,True,,,,,
moochi,Moochi,Moochi,,,,MOOCHI,True,,,,,
mosi_guard,Mosi-Guard,Mosi-Guard,,,,MOSI-GUARD,True,,,,,
natur,Natur,Natur,,,,NATUR,True,,,,,
neolyte,Neolyte,Neolyte,,,,NEOLYTE,True,,,,,
newgel,Newgel+,Newgel+,,,,NEWGEL+,True,,,,,
novaclear,Novaclear,Novaclear,,,,NOVACLEAR,True,,,,,
olimag,Olimag,Olimag,,,,OLIMAG,True,,,,,
omechol,Omechol,Omechol,,,,OMECHOL,True,,,,,
optimum,Optimum,Optimum,,,,Biofood Nutrition,True,,,,,
ovelle,Ovelle,Ovelle,,,,OVELLE,True,,,,,
